,Path,Automation Name,Activities,Status,Next Run,Last Run Status,Last Run,Last Modified
164,TicketMaster,TicketMaster ACL Import,"TicketMaster Import ACL (Import)
TicketMaster ACL Update Customer Master - New to Database
TicketMaster ACL Update Customer Master - Existing
TicketMaster ACL",Active File Drop,--,Complete,2023-04-19 19:26:00,2023-04-19 19:26:00
165,Legacy Systems,TicketMaster ACL Import_Manual,"TicketMaster Import ACL (Import)
TicketMaster ACL Update Customer Master - New to Database
TicketMaster ACL Update Customer Master - Existing
TicketMaster ACL",Ready,--,Complete,2023-02-02 15:40:00,2023-02-02 15:40:00
166,Legacy Systems,Ticketmaster ACL to Ticket detail,"TM_ACL_Purchases
TM_ACL_Resale_Purchases
TM_ACL_Cancel
Ticketmaster Tickets ACL Transfers
Ticketmaster Tickets ACL to Ticket Detail
Ticketmaster ACL Email to contact history",Paused Schedule,--,Complete,2023-10-31 06:12:00,2023-10-31 08:55:00
167,TicketMaster,TicketMaster Import,"TicketMaster Import (Import)
TicketMaster
TicketMaster Update Customer Master",Active File Drop,--,Complete,2024-02-21 22:20:00,2024-02-21 22:20:00
168,TicketMaster,TicketMaster to Ticket Detail,"Ticketmaster Tickets to Ticket Detail
TM Staging to Admission Detail
Ticketmaster Email to contact history
TM Contact Staging to Contact to date",Scheduled,2024-02-23 06:00:00,Complete,2024-02-22 06:07:00,2024-02-22 06:07:00
169,,Update Contact Locale,find_contact_locale,Scheduled,2024-02-23 07:00:00,Complete,2024-02-22 07:03:00,2024-02-22 07:03:00
170,One Time Requests,Update Ole Red Subscribers,Update_Ole_Red_Subscribers (Import),Paused Schedule,--,Complete,2024-01-08 08:48:00,2024-01-08 09:07:00
171,AXS,Update Tickets With Missing Event Code,Update Tickets with Missing Event Code,Ready,--,Complete,2023-08-07 20:28:00,2023-08-07 20:28:00
172,Journeys/ACL,Updated ACL Attributes,ACL_Journey_Attriubutes,Scheduled,2024-02-22 22:00:00,Complete,2024-02-21 22:01:00,2024-02-21 22:01:00
173,Datorama,Upsell Analysis AXS,"Opry_Show_Upsell_and_Package
Opry_Show_Upsell_and_Package_order_level
Opry_Tour_Upsell_and_Package
Opry_Tour_Upsell_and_Package_order_level
Ryman Show Upsell and Package
Ryman Show Upsell and Package Order Level
Opry_Show_Upsell_and_Package_Tour_Purchases
Opry_Show_Upsell_and_Package_Tour_Purchases_order_level
Opry_Tour_Upsell_and_Package_Show_Purchases
Opry_Tour_Upsell_and_Package_Show_Purchases_order_level
opry_show_upsell_add_in_flow_tour
opry_show_upsell_add_post_flow_tour_step_1
opry_tour_upsell_add_post_flow_show_step_1
opry_show_upsell_add_post_flow_tour_step_2
opry_tour_upsell_add_post_flow_show_step_2
Opry_Upsell_and_Package_Ecomm
Opry_Upsell_and_Package_Retail
opry_show_upsell_and_ecomm
Opry_Tour_Upsell_and_Ecomm
Opry_Show_Upsell_and_Package_add_retail
Opry_Tour_Upsell_and_Package_add_retail
Opry_Show_Upsell_Final
Opry_Tour_Upsell_Final
Ryman Show Upsell Final
Opry Show Upsell Final
Opry Tour Upsell Final
Ryman Show Upsell_Final
Opry Show Upsell to Dato (Extract)
Opry Tour Upsell to Dato (Extract)
Ryman Upsell to Dato (Extract)
Datorama - Opry Show Upsell (Transfer)
Datorama - Opry Tour Upsell (Transfer)
Ryman Show Upsell to Dato (Transfer)",Scheduled,2024-02-23 01:00:00,Complete,2024-02-22 01:18:00,2024-02-22 01:18:00
174,,Users_With_Unopened_Emails_Last_60_Days,Outlook_and_Hotmail_Users_Unopened_Emails_60_Days,Paused Schedule,--,Complete,2024-01-12 00:03:00,2024-01-12 14:35:00
175,Backups/Daily,Customers_Daily,backup_AllContacts_Step1_Daily,Scheduled,,,,
176,Backups/Daily,Tickets_Daily,"Backup_AudienceView_Order_Contact_2016_to_date_Daily
backup_AudienceView_Ticket_Admission_Detail_Daily
backup_AXS_Customer_Transaction_Daily",Scheduled,,,,
177,Backups/Daily,LeadGen_Daily,"backup_photobooth_archive_daily
backup_Forms_And_Sweeps_Daily
backup_Forms_and_Sweeps_Manual_Upload_Daily
backup_MyPlaceConnect_Daily",Scheduled,,,,
178,Backups/Daily,Retail_Daily,"backup_ShopifyCustomersDE-opryshop_Daily
backup_ShopifyCustomersDE-opryshop-pos_Daily
backup_ShopifyOrderLineItemsDE-opryshop_Daily
backup_ShopifyOrderLineItemsDE-opryshop-pos_Daily
backup_ShopifyOrdersDE-opryshop_Daily
backup_ShopifyOrdersDE-opryshop-pos_Daily
backup_ShopifyProductDE-opryshop_Daily
backup_ShopifyProductDE-opryshop-pos_Daily
backup_ShopifyProductVariantsDE-opryshop_Daily
backup_ShopifyProductVariantsDE-opryshop-pos_Daily
backup_NetSuite_POS_AllRecords_Daily",Scheduled,,,,
179,Backups/Weekly,Customers_Weekly,backup_AllContacts_Step1_Daily,Scheduled,,,,
180,Backups/Weekly,Tickets_Weekly,"Backup_AudienceView_Order_Contact_2016_to_date_Weekly
backup_AudienceView_Ticket_Admission_Detail_Weekly
backup_AXS_Customer_Transaction_Weekly",Scheduled,,,,
181,Backups/Weekly,LeadGen_Weekly,"backup_photobooth_archive_weekly
backup_Forms_And_Sweeps_Weekly
backup_Forms_and_Sweeps_Manual_Upload_Weekly
backup_MyPlaceConnect_Weekly",Scheduled,,,,
182,Backups/Weekly,Retail_Weekly,"backup_ShopifyCustomersDE-opryshop_Weekly
backup_ShopifyCustomersDE-opryshop-pos_Weekly
backup_ShopifyOrderLineItemsDE-opryshop_Weekly
backup_ShopifyOrderLineItemsDE-opryshop-pos_Weekly
backup_ShopifyOrdersDE-opryshop_Weekly
backup_ShopifyOrdersDE-opryshop-pos_Weekly
backup_ShopifyProductDE-opryshop_Weekly
backup_ShopifyProductDE-opryshop-pos_Weekly
backup_ShopifyProductVariantsDE-opryshop_Weekly
backup_ShopifyProductVariantsDE-opryshop-pos_Weekly
backup_NetSuite_POS_AllRecords_Weekly",Scheduled,,,,
183,Backups/Monthly,Customers_Monthly,backup_AllContacts_Step1_Monthly,Scheduled,,,,
184,Backups/Monthly,Tickets_Monthly,"Backup_AudienceView_Order_Contact_2016_to_date_Monthly
backup_AudienceView_Ticket_Admission_Detail_Monthly
backup_AXS_Customer_Transaction_Monthly",Scheduled,,,,
185,Backups/Monthly,LeadGen_Monthly,"backup_photobooth_archive_monthly
backup_Forms_And_Sweeps_Monthly
backup_Forms_and_Sweeps_Manual_Upload_Monthly
backup_MyPlaceConnect_Monthly",Scheduled,,,,
186,Backups/Monthly,Retail_Monthly,"backup_ShopifyCustomersDE-opryshop_Monthly
backup_ShopifyCustomersDE-opryshop-pos_Monthly
backup_ShopifyOrderLineItemsDE-opryshop_Monthly
backup_ShopifyOrderLineItemsDE-opryshop-pos_Monthly
backup_ShopifyOrdersDE-opryshop_Monthly
backup_ShopifyOrdersDE-opryshop-pos_Monthly
backup_ShopifyProductDE-opryshop_Monthly
backup_ShopifyProductDE-opryshop-pos_Monthly
backup_ShopifyProductVariantsDE-opryshop_Monthly
backup_ShopifyProductVariantsDE-opryshop-pos_Monthly
backup_NetSuite_POS_AllRecords_Monthly",Scheduled,,,,
187,Journeys,Retail Best Sellers Journey,retail_purchasers_best_sellers,Scheduled,,,,
188,,BU Purchaser Counts,bu_purchaser_count_month_and_year,Scheduled,,,,
